images,labels
./Identify/images/val\United_States_002088.jpg,['0 0.44375000000000003 0.853125 0.037500000000000006 0.09375\n']
./Identify/images/val\United_States_002095.jpg,"['0 0.634375 0.8640625000000001 0.115625 0.1875\n', '0 0.8445312500000001 0.86640625 0.2921875 0.17343750000000002\n', '0 0.40859375000000003 0.696875 0.1171875 0.22187500000000002\n', '0 0.23828125 0.7976562500000001 0.11406250000000001 0.3765625\n', '1 0.49140625000000004 0.79453125 0.3671875 0.1046875\n']"
./Identify/images/val\United_States_002103.jpg,['0 0.51328125 0.9375 0.0734375 0.125\n']
./Identify/images/val\United_States_002118.jpg,"['1 0.6359375 0.7375 0.278125 0.046875\n', '0 0.33046875000000003 0.75 0.0234375 0.065625\n', '0 0.19375 0.8992187500000001 0.134375 0.1796875\n', '1 0.25859375 0.80234375 0.3796875 0.035937500000000004\n']"
./Identify/images/val\United_States_002161.jpg,"['1 0.85546875 0.8875000000000001 0.2671875 0.05\n', '1 0.67109375 0.6625000000000001 0.2515625 0.021875000000000002\n', '1 0.22734375 0.703125 0.45156250000000003 0.018750000000000003\n', '1 0.728125 0.73359375 0.1375 0.0203125\n', '0 0.5953125 0.78515625 0.14375000000000002 0.3953125\n']"
./Identify/images/val\United_States_002168.jpg,"['0 0.6335937500000001 0.8546875 0.2578125 0.27187500000000003\n', '0 0.37734375000000003 0.734375 0.0484375 0.25625000000000003\n', '0 0.18671875000000002 0.7734375 0.3046875 0.290625\n']"
./Identify/images/val\United_States_002171.jpg,"['1 0.44921875 0.8992187500000001 0.8953125000000001 0.1609375\n', '0 0.29453125 0.8539062500000001 0.1609375 0.2765625\n', '0 0.81953125 0.88203125 0.1609375 0.1640625\n']"
./Identify/images/val\United_States_002180.jpg,['1 0.671875 0.83125 0.19687500000000002 0.03125\n']
./Identify/images/val\United_States_002187.jpg,['0 0.22187500000000002 0.8031250000000001 0.115625 0.15625\n']
./Identify/images/val\United_States_002192.jpg,"['0 0.53125 0.6984375 0.09375 0.12812500000000002\n', '0 0.6796875 0.8703125 0.18125000000000002 0.19062500000000002\n', '0 0.51796875 0.87890625 0.11406250000000001 0.21406250000000002\n']"
./Identify/images/val\United_States_002205.jpg,['1 0.36562500000000003 0.6726562500000001 0.353125 0.06406250000000001\n']
./Identify/images/val\United_States_002211.jpg,['0 0.7835937500000001 0.909375 0.1234375 0.11875000000000001\n']
./Identify/images/val\United_States_002236.jpg,"['1 0.19843750000000002 0.78046875 0.39375000000000004 0.0921875\n', '1 0.79453125 0.8328125000000001 0.1765625 0.043750000000000004\n', '0 0.634375 0.8617187500000001 0.1125 0.2609375\n']"
./Identify/images/val\United_States_002245.jpg,"['0 0.45234375000000004 0.59296875 0.0203125 0.045312500000000006\n', '0 0.51171875 0.8406250000000001 0.0921875 0.31875000000000003\n', '1 0.2609375 0.67578125 0.3875 0.029687500000000002\n', '0 0.4921875 0.65 0.040625 0.12812500000000002\n']"
./Identify/images/val\United_States_002252.jpg,"['0 0.21875 0.634375 0.1625 0.1\n', '2 0.15937500000000002 0.84296875 0.31875000000000003 0.24531250000000002\n']"
./Identify/images/val\United_States_002256.jpg,['2 0.23125 0.8250000000000001 0.24375000000000002 0.33125000000000004\n']
./Identify/images/val\United_States_002257.jpg,"['0 0.084375 0.675 0.084375 0.05625\n', '0 0.21796875000000002 0.775 0.0421875 0.15000000000000002\n', '0 0.22812500000000002 0.6203125 0.025 0.065625\n']"
./Identify/images/val\United_States_002265.jpg,"['2 0.16796875 0.8109375000000001 0.3328125 0.340625\n', '0 0.43359375 0.753125 0.035937500000000004 0.13125\n']"
./Identify/images/val\United_States_002270.jpg,"['1 0.1484375 0.8992187500000001 0.15625 0.0421875\n', '0 0.26875 0.77734375 0.08125 0.2171875\n', '1 0.421875 0.8304687500000001 0.12812500000000002 0.0390625\n']"
./Identify/images/val\United_States_002273.jpg,"['0 0.56796875 0.7625000000000001 0.0703125 0.1625\n', '0 0.184375 0.84921875 0.1875 0.2703125\n', '0 0.59375 0.675 0.046875 0.059375000000000004\n', '0 0.35000000000000003 0.6585937500000001 0.059375000000000004 0.09843750000000001\n']"
./Identify/images/val\United_States_002284.jpg,"['2 0.29375 0.796875 0.178125 0.21875\n', '0 0.565625 0.7546875000000001 0.084375 0.21250000000000002\n']"
./Identify/images/val\United_States_002301.jpg,"['0 0.43984375000000003 0.8406250000000001 0.0859375 0.15000000000000002\n', '0 0.7679687500000001 0.76484375 0.40468750000000003 0.22968750000000002\n']"
./Identify/images/val\United_States_002305.jpg,['0 0.41875 0.83984375 0.253125 0.29531250000000003\n']
./Identify/images/val\United_States_002309.jpg,"['0 0.6859375000000001 0.828125 0.28750000000000003 0.275\n', '0 0.6156250000000001 0.65234375 0.12812500000000002 0.0921875\n', '2 0.92734375 0.828125 0.1453125 0.109375\n', '0 0.26953125 0.70859375 0.0484375 0.1640625\n']"
./Identify/images/val\United_States_002315.jpg,['0 0.77890625 0.80234375 0.38593750000000004 0.1546875\n']
./Identify/images/val\United_States_002325.jpg,['0 0.44609375 0.68359375 0.045312500000000006 0.13593750000000002\n']
./Identify/images/val\United_States_002331.jpg,['0 0.6687500000000001 0.8703125 0.20625000000000002 0.246875\n']
./Identify/images/val\United_States_002332.jpg,['2 0.31562500000000004 0.8617187500000001 0.328125 0.2703125\n']
./Identify/images/val\United_States_002337.jpg,"['0 0.40468750000000003 0.8148437500000001 0.309375 0.3609375\n', '0 0.81953125 0.875 0.2234375 0.1625\n']"
./Identify/images/val\United_States_002360.jpg,"['0 0.59765625 0.86484375 0.13593750000000002 0.2703125\n', '0 0.3671875 0.73046875 0.06875 0.2515625\n']"
./Identify/images/val\United_States_002399.jpg,"['0 0.565625 0.7875000000000001 0.30312500000000003 0.30000000000000004\n', '1 0.4390625 0.87265625 0.22812500000000002 0.11093750000000001\n']"
./Identify/images/val\United_States_002420.jpg,"['0 0.2828125 0.921875 0.059375000000000004 0.153125\n', '0 0.35859375000000004 0.7312500000000001 0.045312500000000006 0.20625000000000002\n', '0 0.7273437500000001 0.8171875000000001 0.31093750000000003 0.31562500000000004\n']"
./Identify/images/val\United_States_002424.jpg,['2 0.7250000000000001 0.8304687500000001 0.30625 0.32343750000000004\n']
./Identify/images/val\United_States_002436.jpg,"['0 0.48671875000000003 0.8640625000000001 0.0328125 0.15000000000000002\n', '0 0.6296875000000001 0.8859375 0.109375 0.22187500000000002\n']"
./Identify/images/val\United_States_002448.jpg,"['0 0.90625 0.70234375 0.09375 0.0484375\n', '0 0.6937500000000001 0.83125 0.2 0.328125\n', '1 0.36640625000000004 0.7445312500000001 0.3453125 0.0328125\n', '0 0.7664062500000001 0.625 0.08281250000000001 0.05\n']"
./Identify/images/val\United_States_002454.jpg,"['1 0.796875 0.83125 0.36562500000000003 0.084375\n', '0 0.60078125 0.86484375 0.1421875 0.2515625\n', '0 0.41718750000000004 0.8671875 0.10625000000000001 0.265625\n', '0 0.6960937500000001 0.8210937500000001 0.2578125 0.3328125\n']"
./Identify/images/val\United_States_002465.jpg,"['0 0.15937500000000002 0.73046875 0.30625 0.1703125\n', '0 0.059375000000000004 0.7796875000000001 0.115625 0.078125\n', '0 0.25234375000000003 0.6875 0.1234375 0.10312500000000001\n', '0 0.27421875 0.8718750000000001 0.1046875 0.22812500000000002\n']"
./Identify/images/val\United_States_002507.jpg,"['0 0.603125 0.8929687500000001 0.05625 0.21406250000000002\n', '1 0.6921875000000001 0.78046875 0.1625 0.0328125\n']"
./Identify/images/val\United_States_002513.jpg,['3 0.6234375000000001 0.80625 0.046875 0.03125\n']
./Identify/images/val\United_States_002520.jpg,"['0 0.38671875 0.6429687500000001 0.045312500000000006 0.1078125\n', '0 0.11796875000000001 0.6742187500000001 0.23593750000000002 0.1765625\n', '2 0.84296875 0.9148437500000001 0.29531250000000003 0.1703125\n']"
./Identify/images/val\United_States_002534.jpg,"['0 0.38125000000000003 0.7250000000000001 0.021875000000000002 0.037500000000000006\n', '3 0.5085937500000001 0.75 0.0765625 0.05625\n']"
./Identify/images/val\United_States_002544.jpg,['2 0.21640625000000002 0.80625 0.43281250000000004 0.37812500000000004\n']
./Identify/images/val\United_States_002551.jpg,['2 0.675 0.759375 0.19375 0.253125\n']
./Identify/images/val\United_States_002573.jpg,['1 0.359375 0.7734375 0.09375 0.028125\n']
./Identify/images/val\United_States_002579.jpg,['1 0.6312500000000001 0.9328125 0.3875 0.043750000000000004\n']
./Identify/images/val\United_States_002585.jpg,"['0 0.8562500000000001 0.796875 0.259375 0.153125\n', '2 0.53515625 0.82578125 0.3046875 0.34218750000000003\n', '1 0.36484375 0.9476562500000001 0.2703125 0.0921875\n']"
./Identify/images/val\United_States_002591.jpg,"['0 0.51796875 0.7406250000000001 0.060937500000000006 0.19687500000000002\n', '0 0.12421875 0.7171875000000001 0.2171875 0.12187500000000001\n']"
./Identify/images/val\United_States_002600.jpg,['0 0.44921875 0.64609375 0.035937500000000004 0.0578125\n']
./Identify/images/val\United_States_002606.jpg,"['0 0.33125000000000004 0.79296875 0.184375 0.40468750000000003\n', '1 0.41484375 0.6625000000000001 0.2546875 0.06875\n']"
./Identify/images/val\United_States_002609.jpg,"['0 0.16171875000000002 0.8500000000000001 0.11093750000000001 0.19687500000000002\n', '0 0.26328125 0.63828125 0.035937500000000004 0.0859375\n']"
./Identify/images/val\United_States_002611.jpg,"['0 0.18984375 0.69296875 0.0703125 0.08281250000000001\n', '0 0.38359375 0.68125 0.026562500000000003 0.08125\n', '0 0.1921875 0.8328125000000001 0.084375 0.1625\n']"
./Identify/images/val\United_States_002616.jpg,['0 0.0765625 0.8890625000000001 0.15000000000000002 0.21250000000000002\n']
./Identify/images/val\United_States_002625.jpg,"['1 0.47109375000000003 0.92890625 0.6984375 0.1421875\n', '0 0.7585937500000001 0.78828125 0.3671875 0.33906250000000004\n']"
./Identify/images/val\United_States_002627.jpg,"['0 0.82421875 0.7000000000000001 0.2109375 0.11875000000000001\n', '0 0.49140625000000004 0.640625 0.060937500000000006 0.08125\n', '0 0.58828125 0.784375 0.1078125 0.16875\n', '0 0.1078125 0.8734375000000001 0.11875000000000001 0.15937500000000002\n', '0 0.28984375 0.8734375000000001 0.08281250000000001 0.25\n']"
./Identify/images/val\United_States_002629.jpg,['0 0.28671875 0.875 0.21406250000000002 0.246875\n']
./Identify/images/val\United_States_002644.jpg,"['0 0.10625000000000001 0.7125 0.19375 0.15625\n', '0 0.58984375 0.696875 0.09531250000000001 0.109375\n', '0 0.44921875 0.6937500000000001 0.0328125 0.078125\n', '1 0.7171875000000001 0.8640625000000001 0.565625 0.078125\n', '1 0.21015625000000002 0.93671875 0.41718750000000004 0.1265625\n']"
./Identify/images/val\United_States_002650.jpg,['2 0.3875 0.8078125 0.36250000000000004 0.38125000000000003\n']
./Identify/images/val\United_States_002657.jpg,"['1 0.15078125 0.765625 0.2984375 0.07187500000000001\n', '0 0.6296875000000001 0.6843750000000001 0.09062500000000001 0.1125\n', '0 0.56796875 0.8148437500000001 0.1171875 0.2984375\n']"
./Identify/images/val\United_States_002683.jpg,['1 0.42890625000000004 0.91953125 0.3171875 0.051562500000000004\n']
./Identify/images/val\United_States_002690.jpg,['0 0.7468750000000001 0.753125 0.15000000000000002 0.209375\n']
./Identify/images/val\United_States_002691.jpg,"['0 0.578125 0.7468750000000001 0.215625 0.23125\n', '2 0.7250000000000001 0.7875000000000001 0.5375 0.30000000000000004\n', '0 0.4609375 0.9304687500000001 0.046875 0.1390625\n', '0 0.6625000000000001 0.6937500000000001 0.203125 0.10312500000000001\n', '0 0.38125000000000003 0.75 0.09062500000000001 0.203125\n', '0 0.82421875 0.7984375 0.09843750000000001 0.037500000000000006\n', '0 0.73828125 0.7640625000000001 0.0734375 0.028125\n']"
./Identify/images/val\United_States_002702.jpg,"['0 0.53671875 0.78125 0.2390625 0.31562500000000004\n', '0 0.21796875000000002 0.790625 0.0765625 0.10312500000000001\n', '1 0.36015625 0.9046875000000001 0.3984375 0.17500000000000002\n']"
./Identify/images/val\United_States_002713.jpg,"['0 0.61484375 0.753125 0.035937500000000004 0.07187500000000001\n', '0 0.36484375 0.82421875 0.09531250000000001 0.09843750000000001\n']"
./Identify/images/val\United_States_002715.jpg,"['0 0.43281250000000004 0.7875000000000001 0.1875 0.40937500000000004\n', '1 0.21171875 0.69921875 0.2109375 0.045312500000000006\n']"
./Identify/images/val\United_States_002738.jpg,['0 0.36484375 0.88828125 0.0546875 0.21406250000000002\n']
./Identify/images/val\United_States_002748.jpg,"['0 0.33437500000000003 0.828125 0.03125 0.065625\n', '1 0.48750000000000004 0.74609375 0.30625 0.045312500000000006\n', '0 0.29296875 0.6742187500000001 0.0921875 0.09843750000000001\n', '0 0.27109375 0.84921875 0.1171875 0.21406250000000002\n']"
./Identify/images/val\United_States_002750.jpg,"['0 0.43984375000000003 0.7421875 0.0671875 0.146875\n', '0 0.42031250000000003 0.9007812500000001 0.05 0.17343750000000002\n']"
./Identify/images/val\United_States_002754.jpg,"['0 0.56171875 0.61484375 0.029687500000000002 0.06406250000000001\n', '1 0.48046875 0.721875 0.15156250000000002 0.034375\n', '0 0.875 0.784375 0.246875 0.28125\n', '0 0.91796875 0.6875 0.1640625 0.07500000000000001\n']"
./Identify/images/val\United_States_002758.jpg,"['1 0.8992187500000001 0.9554687500000001 0.06406250000000001 0.08281250000000001\n', '0 0.19921875 0.8703125 0.0671875 0.259375\n']"
./Identify/images/val\United_States_002774.jpg,"['0 0.4609375 0.859375 0.025 0.05\n', '1 0.49062500000000003 0.703125 0.08125 0.025\n', '0 0.77265625 0.7859375000000001 0.37031250000000004 0.42812500000000003\n']"
./Identify/images/val\United_States_002781.jpg,"['1 0.58046875 0.67734375 0.1203125 0.0234375\n', '2 0.6875 0.765625 0.18125000000000002 0.23125\n']"
./Identify/images/val\United_States_002782.jpg,"['0 0.40546875000000004 0.7203125 0.0765625 0.29375\n', '1 0.8296875 0.875 0.246875 0.040625\n', '0 0.87109375 0.72421875 0.2421875 0.15156250000000002\n', '1 0.08671875000000001 0.9226562500000001 0.1703125 0.035937500000000004\n', '1 0.28984375 0.7054687500000001 0.1921875 0.0578125\n']"
./Identify/images/val\United_States_002799.jpg,['1 0.5921875 0.9343750000000001 0.27187500000000003 0.059375000000000004\n']
./Identify/images/val\United_States_002804.jpg,['0 0.32656250000000003 0.79453125 0.11875000000000001 0.3453125\n']
./Identify/images/val\United_States_002815.jpg,['0 0.13671875 0.8773437500000001 0.08281250000000001 0.16718750000000002\n']
./Identify/images/val\United_States_002847.jpg,"['0 0.55625 0.9203125000000001 0.07500000000000001 0.15937500000000002\n', '1 0.25625000000000003 0.971875 0.24375000000000002 0.040625\n']"
./Identify/images/val\United_States_002865.jpg,"['0 0.784375 0.71796875 0.078125 0.051562500000000004\n', '0 0.6515625 0.665625 0.12187500000000001 0.084375\n', '1 0.5921875 0.8148437500000001 0.27187500000000003 0.035937500000000004\n', '0 0.7835937500000001 0.8523437500000001 0.2109375 0.2390625\n']"
./Identify/images/val\United_States_002870.jpg,"['0 0.2 0.8406250000000001 0.065625 0.10312500000000001\n', '0 0.5359375000000001 0.7093750000000001 0.059375000000000004 0.134375\n', '0 0.4453125 0.9031250000000001 0.043750000000000004 0.19375\n']"
./Identify/images/val\United_States_002874.jpg,['2 0.4390625 0.87109375 0.22812500000000002 0.2578125\n']
./Identify/images/val\United_States_002880.jpg,['1 0.75703125 0.7953125000000001 0.4859375 0.06875\n']
./Identify/images/val\United_States_002892.jpg,"['0 0.853125 0.87109375 0.28750000000000003 0.1859375\n', '0 0.5921875 0.8390625 0.05 0.10312500000000001\n']"
./Identify/images/val\United_States_002896.jpg,['0 0.54921875 0.7328125000000001 0.0703125 0.146875\n']
./Identify/images/val\United_States_002901.jpg,['1 0.7421875 0.7921875 0.265625 0.046875\n']
./Identify/images/val\United_States_002902.jpg,"['0 0.46406250000000004 0.5609375 0.021875000000000002 0.028125\n', '0 0.36250000000000004 0.6117187500000001 0.065625 0.0734375\n', '0 0.115625 0.8734375000000001 0.16875 0.17500000000000002\n']"
./Identify/images/val\United_States_002923.jpg,"['0 0.32734375000000004 0.8625 0.1046875 0.27187500000000003\n', '0 0.5171875 0.9609375 0.034375 0.078125\n']"
./Identify/images/val\United_States_002930.jpg,"['0 0.4703125 0.8250000000000001 0.08750000000000001 0.34687500000000004\n', '0 0.26171875 0.7781250000000001 0.060937500000000006 0.13125\n']"
./Identify/images/val\United_States_002935.jpg,"['0 0.23593750000000002 0.71796875 0.053125000000000006 0.0703125\n', '0 0.10312500000000001 0.884375 0.08750000000000001 0.11875000000000001\n', '0 0.36171875000000003 0.7921875 0.0546875 0.2625\n']"
./Identify/images/val\United_States_002949.jpg,"['1 0.80859375 0.8968750000000001 0.1453125 0.037500000000000006\n', '0 0.39375000000000004 0.815625 0.034375 0.096875\n', '0 0.3046875 0.71484375 0.037500000000000006 0.1234375\n']"
./Identify/images/val\United_States_002956.jpg,"['0 0.38359375 0.7859375000000001 0.0765625 0.309375\n', '0 0.72578125 0.759375 0.2578125 0.203125\n', '0 0.8359375 0.9031250000000001 0.16562500000000002 0.140625\n']"
./Identify/images/val\United_States_002958.jpg,"['0 0.36796875 0.7000000000000001 0.0703125 0.23125\n', '0 0.2578125 0.9375 0.065625 0.125\n', '0 0.1921875 0.7585937500000001 0.225 0.23593750000000002\n', '0 0.49609375 0.6468750000000001 0.0484375 0.16562500000000002\n']"
./Identify/images/val\United_States_002963.jpg,['2 0.16015625 0.7625000000000001 0.3171875 0.33437500000000003\n']
./Identify/images/val\United_States_002998.jpg,"['1 0.16015625 0.76171875 0.3171875 0.06406250000000001\n', '0 0.39453125 0.7093750000000001 0.0546875 0.084375\n', '1 0.73828125 0.7109375 0.2828125 0.03125\n', '0 0.659375 0.8640625000000001 0.10312500000000001 0.27187500000000003\n']"
./Identify/images/val\United_States_003019.jpg,['0 0.34609375000000003 0.875 0.0921875 0.246875\n']
./Identify/images/val\United_States_003023.jpg,"['1 0.47421875 0.7367187500000001 0.1171875 0.035937500000000004\n', '0 0.5945312500000001 0.80625 0.2515625 0.35000000000000003\n']"
./Identify/images/val\United_States_003027.jpg,['1 0.240625 0.7375 0.40937500000000004 0.034375\n']
./Identify/images/val\United_States_003046.jpg,['2 0.47500000000000003 0.784375 0.584375 0.253125\n']
./Identify/images/val\United_States_003048.jpg,['1 0.3921875 0.821875 0.775 0.22187500000000002\n']
./Identify/images/val\United_States_003092.jpg,"['1 0.3765625 0.8968750000000001 0.115625 0.025\n', '0 0.86484375 0.89375 0.0765625 0.053125000000000006\n', '1 0.23046875 0.90625 0.13593750000000002 0.028125\n', '0 0.30312500000000003 0.8875000000000001 0.184375 0.225\n', '0 0.71875 0.90234375 0.19687500000000002 0.1921875\n', '0 0.6195312500000001 0.89453125 0.0921875 0.2015625\n']"
./Identify/images/val\United_States_003115.jpg,"['0 0.12109375 0.89609375 0.1859375 0.2078125\n', '0 0.22812500000000002 0.6796875 0.10312500000000001 0.10625000000000001\n', '0 0.6585937500000001 0.6484375 0.1453125 0.146875\n', '0 0.84296875 0.86640625 0.19843750000000002 0.22968750000000002\n', '1 0.7132812500000001 0.72578125 0.5515625000000001 0.045312500000000006\n', '1 0.18828125 0.78671875 0.37343750000000003 0.0546875\n', '1 0.37421875000000004 0.6507812500000001 0.1078125 0.026562500000000003\n']"
./Identify/images/val\United_States_003130.jpg,"['0 0.5242187500000001 0.878125 0.0578125 0.24375000000000002\n', '0 0.4296875 0.7585937500000001 0.065625 0.21406250000000002\n', '1 0.11093750000000001 0.94140625 0.21875 0.045312500000000006\n', '1 0.8765625 0.9242187500000001 0.246875 0.07968750000000001\n', '1 0.7921875 0.6953125 0.37812500000000004 0.053125000000000006\n', '1 0.39296875000000003 0.65 0.4390625 0.037500000000000006\n']"
./Identify/images/val\United_States_003143.jpg,"['0 0.390625 0.8289062500000001 0.053125000000000006 0.3328125\n', '1 0.42109375000000004 0.7171875000000001 0.07968750000000001 0.018750000000000003\n', '1 0.184375 0.859375 0.353125 0.065625\n', '1 0.48984375 0.7609375 0.18906250000000002 0.034375\n']"
./Identify/images/val\United_States_003154.jpg,"['0 0.2578125 0.7351562500000001 0.134375 0.23593750000000002\n', '1 0.7546875000000001 0.8523437500000001 0.30625 0.0703125\n']"
./Identify/images/val\United_States_003172.jpg,"['0 0.23359375000000002 0.86328125 0.1078125 0.24531250000000002\n', '0 0.0765625 0.76875 0.1375 0.11875000000000001\n']"
./Identify/images/val\United_States_003176.jpg,"['0 0.7046875 0.8859375 0.1375 0.21250000000000002\n', '0 0.41484375 0.7703125000000001 0.060937500000000006 0.27187500000000003\n', '0 0.71875 0.6734375 0.203125 0.15000000000000002\n', '1 0.80234375 0.7703125000000001 0.3796875 0.08125\n']"
./Identify/images/val\United_States_003182.jpg,['0 0.596875 0.878125 0.11875000000000001 0.23750000000000002\n']
./Identify/images/val\United_States_003189.jpg,"['0 0.49296875 0.9171875 0.0578125 0.16562500000000002\n', '1 0.47187500000000004 0.7781250000000001 0.465625 0.059375000000000004\n']"
./Identify/images/val\United_States_003194.jpg,['0 0.6312500000000001 0.828125 0.084375 0.065625\n']
./Identify/images/val\United_States_003195.jpg,['0 0.3125 0.86875 0.065625 0.25625000000000003\n']
./Identify/images/val\United_States_003200.jpg,"['0 0.38593750000000004 0.96796875 0.07187500000000001 0.060937500000000006\n', '2 0.6468750000000001 0.7523437500000001 0.14375000000000002 0.2171875\n', '1 0.86875 0.8304687500000001 0.215625 0.0328125\n', '0 0.3484375 0.87265625 0.10312500000000001 0.22031250000000002\n', '0 0.44140625 0.69140625 0.051562500000000004 0.1203125\n', '1 0.5078125 0.7546875000000001 0.2 0.043750000000000004\n', '1 0.19921875 0.7578125 0.3953125 0.034375\n']"
./Identify/images/val\United_States_003208.jpg,"['1 0.37343750000000003 0.8148437500000001 0.6843750000000001 0.1265625\n', '1 0.91015625 0.759375 0.1234375 0.1\n', '1 0.815625 0.7375 0.13125 0.09375\n']"
./Identify/images/val\United_States_003220.jpg,['0 0.42109375000000004 0.96875 0.035937500000000004 0.0625\n']
./Identify/images/val\United_States_003225.jpg,['0 0.59375 0.9203125000000001 0.084375 0.140625\n']
./Identify/images/val\United_States_003238.jpg,"['0 0.06406250000000001 0.8578125000000001 0.12812500000000002 0.15937500000000002\n', '0 0.48046875 0.7523437500000001 0.0703125 0.16718750000000002\n', '0 0.5765625 0.9343750000000001 0.046875 0.1125\n']"
./Identify/images/val\United_States_003255.jpg,['1 0.15546875000000002 0.74140625 0.30781250000000004 0.0546875\n']
./Identify/images/val\United_States_003257.jpg,"['0 0.1125 0.7140625 0.08750000000000001 0.153125\n', '1 0.8148437500000001 0.86484375 0.1921875 0.11093750000000001\n']"
./Identify/images/val\United_States_003280.jpg,"['0 0.63671875 0.8625 0.2515625 0.27187500000000003\n', '0 0.115625 0.76875 0.22812500000000002 0.36250000000000004\n', '0 0.3921875 0.790625 0.12812500000000002 0.41875\n']"
./Identify/images/val\United_States_003295.jpg,"['1 0.46406250000000004 0.7312500000000001 0.1625 0.05\n', '0 0.23125 0.878125 0.03125 0.084375\n', '0 0.42500000000000004 0.82421875 0.1125 0.17343750000000002\n']"
./Identify/images/val\United_States_003298.jpg,"['1 0.515625 0.940625 0.078125 0.021875000000000002\n', '0 0.23359375000000002 0.96875 0.0484375 0.0625\n', '0 0.28750000000000003 0.76171875 0.065625 0.0703125\n', '0 0.465625 0.8984375 0.046875 0.203125\n']"
./Identify/images/val\United_States_003331.jpg,"['0 0.29531250000000003 0.8109375000000001 0.246875 0.37812500000000004\n', '0 0.690625 0.81640625 0.20625000000000002 0.3359375\n', '1 0.47968750000000004 0.84296875 0.34375 0.1046875\n']"
./Identify/images/val\United_States_003332.jpg,['3 0.43593750000000003 0.7921875 0.025 0.028125\n']
./Identify/images/val\United_States_003336.jpg,"['0 0.35234375 0.8546875 0.0890625 0.1375\n', '0 0.6625000000000001 0.790625 0.1 0.15000000000000002\n']"
./Identify/images/val\United_States_003358.jpg,"['0 0.34765625 0.8015625000000001 0.045312500000000006 0.39375000000000004\n', '1 0.5554687500000001 0.82734375 0.37031250000000004 0.051562500000000004\n', '1 0.22421875000000002 0.71015625 0.43281250000000004 0.035937500000000004\n']"
./Identify/images/val\United_States_003359.jpg,['1 0.43359375 0.9398437500000001 0.4421875 0.0859375\n']
./Identify/images/val\United_States_003382.jpg,['2 0.21250000000000002 0.6843750000000001 0.22187500000000002 0.20625000000000002\n']
./Identify/images/val\United_States_003392.jpg,['0 0.309375 0.7406250000000001 0.03125 0.1\n']
./Identify/images/val\United_States_003402.jpg,"['0 0.16875 0.8343750000000001 0.23125 0.275\n', '0 0.43671875000000004 0.7625000000000001 0.060937500000000006 0.178125\n']"
./Identify/images/val\United_States_003403.jpg,['0 0.6687500000000001 0.8890625000000001 0.065625 0.22187500000000002\n']
./Identify/images/val\United_States_003404.jpg,"['1 0.5875 0.76875 0.22187500000000002 0.034375\n', '1 0.56953125 0.83203125 0.35781250000000003 0.1046875\n', '0 0.50234375 0.65 0.029687500000000002 0.10625000000000001\n']"
./Identify/images/val\United_States_003439.jpg,"['0 0.434375 0.68359375 0.021875000000000002 0.0578125\n', '2 0.628125 0.8046875 0.340625 0.3875\n']"
./Identify/images/val\United_States_003446.jpg,"['0 0.15781250000000002 0.86875 0.1625 0.2\n', '0 0.50625 0.78125 0.09062500000000001 0.34687500000000004\n', '0 0.23671875 0.7273437500000001 0.0390625 0.035937500000000004\n', '0 0.33125000000000004 0.690625 0.05625 0.043750000000000004\n']"
./Identify/images/val\United_States_003449.jpg,['0 0.24921875000000002 0.821875 0.060937500000000006 0.10625000000000001\n']
./Identify/images/val\United_States_003452.jpg,['0 0.5242187500000001 0.8968750000000001 0.0765625 0.20625000000000002\n']
./Identify/images/val\United_States_003456.jpg,['0 0.2515625 0.86875 0.115625 0.215625\n']
./Identify/images/val\United_States_003469.jpg,['1 0.8 0.8812500000000001 0.16562500000000002 0.037500000000000006\n']
./Identify/images/val\United_States_003477.jpg,['0 0.28750000000000003 0.728125 0.043750000000000004 0.10312500000000001\n']
./Identify/images/val\United_States_003512.jpg,"['1 0.5625 0.6687500000000001 0.1875 0.034375\n', '2 0.47968750000000004 0.6531250000000001 0.05625 0.06875\n', '1 0.48125 0.8125 0.140625 0.028125\n']"
./Identify/images/val\United_States_003534.jpg,"['1 0.35625 0.8484375000000001 0.7093750000000001 0.109375\n', '1 0.41171875 0.6375000000000001 0.2859375 0.018750000000000003\n', '0 0.32421875 0.8093750000000001 0.0890625 0.36250000000000004\n']"
./Identify/images/val\United_States_003538.jpg,"['0 0.49609375 0.86875 0.1484375 0.253125\n', '1 0.19609375 0.8148437500000001 0.38906250000000003 0.0890625\n']"
./Identify/images/val\United_States_003542.jpg,['0 0.28359375000000003 0.77890625 0.1203125 0.4109375\n']
./Identify/images/val\United_States_003553.jpg,"['0 0.60546875 0.93125 0.029687500000000002 0.125\n', '0 0.24140625000000002 0.94140625 0.08281250000000001 0.1015625\n', '0 0.33828125000000003 0.7429687500000001 0.0671875 0.18906250000000002\n', '1 0.6265625 0.69453125 0.33125000000000004 0.0421875\n', '0 0.49843750000000003 0.63671875 0.037500000000000006 0.0734375\n', '0 0.10703125000000001 0.7000000000000001 0.16718750000000002 0.10625000000000001\n', '1 0.13984375000000002 0.6179687500000001 0.23593750000000002 0.045312500000000006\n']"
./Identify/images/val\United_States_003558.jpg,['0 0.26875 0.7875000000000001 0.13125 0.225\n']
./Identify/images/val\United_States_003569.jpg,"['2 0.5281250000000001 0.83125 0.178125 0.33125000000000004\n', '0 0.25859375 0.821875 0.1484375 0.35000000000000003\n', '1 0.11015625000000001 0.84375 0.22031250000000002 0.040625\n', '1 0.4 0.7562500000000001 0.18125000000000002 0.034375\n']"
